5.7,5.75
1.85,5.2
1.65,2.2
6.25,1.3
13.35,1.4
15.35,4.45
12.15,5.65
8.6,3.7
5.5,1.4
1.4,1.85
3.0,5.85
7.4,5.2
12.4,1.1
15.7,3.7
9.85,5.0
